"filename", "language", "Markdown", "Shell Script", "JavaScript", "JSON", "JSON with Comments", "TypeScript", "TypeScript JSX", "SVG", "pdf", "Properties", "MS SQL", "CSS", "comment", "blank", "total"
"/home/qasawa/Minimoda/src/components/ui/global-cursor-trail.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 7, 13, 142
"/home/qasawa/Minimoda/src/components/ui/image-upload.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 249, 0, 0, 0, 0, 0, 6, 27, 282
"/home/qasawa/Minimoda/src/components/ui/image-with-fallback.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 6, 45
"/home/qasawa/Minimoda/src/components/ui/kiddora-animated-logo.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 256, 0, 0, 0, 0, 0, 7, 15, 278
"/home/qasawa/Minimoda/src/components/ui/kids-product-features.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 220, 0, 0, 0, 0, 0, 6, 26, 252
"/home/qasawa/Minimoda/src/components/ui/language-toggle.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 2, 15, 119
"/home/qasawa/Minimoda/src/components/ui/mobile-bottom-nav.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 233, 0, 0, 0, 0, 0, 15, 22, 270
"/home/qasawa/Minimoda/src/components/ui/morphing-text.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 229, 0, 0, 0, 0, 0, 10, 17, 256
"/home/qasawa/Minimoda/src/components/ui/product-card-maisonette.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 272, 0, 0, 0, 0, 0, 23, 32, 327
"/home/qasawa/Minimoda/src/components/ui/product-card-minimal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 11, 18, 154
"/home/qasawa/Minimoda/src/components/ui/pull-to-refresh.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 3, 8, 102
"/home/qasawa/Minimoda/src/components/ui/size-confidence-tool.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 362, 0, 0, 0, 0, 0, 13, 32, 407
"/home/qasawa/Minimoda/src/components/ui/skeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 9, 13, 96
"/home/qasawa/Minimoda/src/components/ui/web3-background.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 166, 0, 0, 0, 0, 0, 8, 19, 193
"/home/qasawa/Minimoda/src/lib/contexts/admin-context.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 7, 39
"/home/qasawa/Minimoda/src/lib/contexts/cart-context.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 18, 128
"/home/qasawa/Minimoda/src/lib/data/products.ts", "TypeScript", 0, 0, 0, 0, 0, 911, 0, 0, 0, 0, 0, 0, 11, 12, 934
"/home/qasawa/Minimoda/src/lib/hooks/use-debounce.ts", "TypeScript", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 6, 4, 23
"/home/qasawa/Minimoda/src/lib/hooks/use-media-query.ts", "TypeScript", 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 11, 20, 87
"/home/qasawa/Minimoda/src/lib/hooks/use-mobile-gestures.ts", "TypeScript", 0, 0, 0, 0, 0, 295, 0, 0, 0, 0, 0, 0, 27, 57, 379
"/home/qasawa/Minimoda/src/lib/hooks/use-mouse-interactive.ts", "TypeScript", 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 9, 16, 108
"/home/qasawa/Minimoda/src/lib/hooks/use-pull-to-refresh.ts", "TypeScript", 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 2, 17, 89
"/home/qasawa/Minimoda/src/lib/hooks/use-scroll-magic.ts", "TypeScript", 0, 0, 0, 0, 0, 124, 0, 0, 0, 0, 0, 0, 13, 31, 168
"/home/qasawa/Minimoda/src/lib/hooks/use-touch-gestures.ts", "TypeScript", 0, 0, 0, 0, 0, 184, 0, 0, 0, 0, 0, 0, 17, 26, 227
"/home/qasawa/Minimoda/src/lib/i18n.ts", "TypeScript", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 3, 13
"/home/qasawa/Minimoda/src/lib/services/admin-auth-service.ts", "TypeScript", 0, 0, 0, 0, 0, 240, 0, 0, 0, 0, 0, 0, 48, 50, 338
"/home/qasawa/Minimoda/src/lib/services/auth-service.ts", "TypeScript", 0, 0, 0, 0, 0, 401, 0, 0, 0, 0, 0, 0, 32, 72, 505
"/home/qasawa/Minimoda/src/lib/services/customer-auth-service.ts", "TypeScript", 0, 0, 0, 0, 0, 334, 0, 0, 0, 0, 0, 0, 43, 63, 440
"/home/qasawa/Minimoda/src/lib/services/image-service.ts", "TypeScript", 0, 0, 0, 0, 0, 378, 0, 0, 0, 0, 0, 0, 30, 71, 479
"/home/qasawa/Minimoda/src/lib/services/inventory-service.ts", "TypeScript", 0, 0, 0, 0, 0, 421, 0, 0, 0, 0, 0, 0, 24, 69, 514
"/home/qasawa/Minimoda/src/lib/services/isracard-service.ts", "TypeScript", 0, 0, 0, 0, 0, 180, 0, 0, 0, 0, 0, 0, 38, 37, 255
"/home/qasawa/Minimoda/src/lib/services/order-service.ts", "TypeScript", 0, 0, 0, 0, 0, 372, 0, 0, 0, 0, 0, 0, 23, 62, 457
